
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  4.825E+06 9.035E+00 2.427E-05 8.342E-05 1.295E-02 5.632E+07 5.783E+06 5.783E+06 4.546E+08
  4.925E+06 8.754E+00 2.336E-05 8.026E-05 1.429E-02 5.122E+07 5.249E+06 5.249E+06 4.052E+08
  5.025E+06 8.420E+00 2.252E-05 7.709E-05 1.588E-02 4.632E+07 4.833E+06 4.833E+06 3.629E+08
  5.125E+06 8.116E+00 2.169E-05 7.376E-05 1.775E-02 4.168E+07 4.486E+06 4.486E+06 3.243E+08
  5.225E+06 7.949E+00 2.078E-05 6.991E-05 1.990E-02 3.734E+07 4.156E+06 4.156E+06 2.855E+08
  5.325E+06 7.993E+00 1.975E-05 6.525E-05 2.241E-02 3.325E+07 3.825E+06 3.826E+06 2.450E+08
  5.425E+06 8.394E+00 1.850E-05 5.934E-05 2.546E-02 2.934E+07 3.486E+06 3.486E+06 2.013E+08
  5.525E+06 9.549E+00 1.688E-05 5.137E-05 2.946E-02 2.537E+07 3.139E+06 3.139E+06 1.529E+08
  5.625E+06 1.300E+01 1.450E-05 3.965E-05 3.584E-02 2.084E+07 2.788E+06 2.788E+06 9.699E+07
  5.725E+06 2.851E+01 1.063E-05 2.223E-05 5.131E-02 1.449E+07 2.438E+06 2.438E+06 3.822E+07
  5.825E+06 1.249E+02 6.174E-06 7.617E-06 9.777E-02 7.544E+06 2.098E+06 2.099E+06 7.484E+06
  5.925E+06 2.616E+02 4.568E-06 4.568E-06 1.260E-01 5.789E+06 1.784E+06 1.784E+06 3.031E+06
  6.025E+06 3.342E+02 3.989E-06 3.989E-06 1.260E-01 5.708E+06 1.505E+06 1.505E+06 2.018E+06
  6.125E+06 4.294E+02 3.482E-06 3.482E-06 1.263E-01 5.612E+06 1.263E+06 1.263E+06 1.342E+06
  6.225E+06 5.551E+02 3.037E-06 3.037E-06 1.268E-01 5.498E+06 1.055E+06 1.055E+06 8.904E+05
  6.325E+06 7.240E+02 2.645E-06 2.645E-06 1.274E-01 5.361E+06 8.754E+05 8.754E+05 5.883E+05
  6.425E+06 9.602E+02 2.296E-06 2.296E-06 1.281E-01 5.194E+06 7.182E+05 7.182E+05 3.847E+05
  6.525E+06 1.319E+03 1.977E-06 1.977E-06 1.283E-01 4.977E+06 5.748E+05 5.748E+05 2.455E+05
