
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  4.825E+06 2.780E+02 1.990E-04 4.998E-04 4.647E-06 4.722E+14 5.234E+13 1.242E+07 2.506E+11
  4.925E+06 2.790E+02 1.990E-04 4.998E-04 4.634E-06 4.750E+14 4.750E+13 1.237E+07 2.506E+11
  5.025E+06 2.791E+02 1.990E-04 4.998E-04 4.613E-06 4.798E+14 4.373E+13 1.236E+07 2.506E+11
  5.125E+06 2.790E+02 1.990E-04 4.998E-04 4.590E-06 4.848E+14 4.060E+13 1.235E+07 2.506E+11
  5.225E+06 2.792E+02 1.990E-04 4.998E-04 4.574E-06 4.886E+14 3.761E+13 1.234E+07 2.506E+11
  5.325E+06 2.795E+02 1.990E-04 4.998E-04 4.561E-06 4.915E+14 3.462E+13 1.232E+07 2.506E+11
  5.425E+06 2.800E+02 1.990E-04 4.998E-04 4.553E-06 4.935E+14 3.155E+13 1.229E+07 2.506E+11
  5.525E+06 2.808E+02 1.990E-04 4.998E-04 4.550E-06 4.942E+14 2.840E+13 1.226E+07 2.506E+11
  5.625E+06 2.820E+02 1.990E-04 4.998E-04 4.554E-06 4.933E+14 2.523E+13 1.221E+07 2.506E+11
  5.725E+06 2.839E+02 1.990E-04 4.998E-04 4.570E-06 4.895E+14 2.206E+13 1.213E+07 2.506E+11
  5.825E+06 2.870E+02 1.990E-04 4.998E-04 4.602E-06 4.821E+14 1.899E+13 1.202E+07 2.506E+11
  5.925E+06 2.909E+02 1.990E-04 4.998E-04 4.648E-06 4.719E+14 1.614E+13 1.188E+07 2.506E+11
  6.025E+06 2.953E+02 1.990E-04 4.998E-04 4.702E-06 4.603E+14 1.362E+13 1.172E+07 2.506E+11
  6.125E+06 3.001E+02 1.990E-04 4.998E-04 4.764E-06 4.477E+14 1.143E+13 1.155E+07 2.506E+11
  6.225E+06 3.056E+02 1.990E-04 4.998E-04 4.836E-06 4.337E+14 9.546E+12 1.136E+07 2.506E+11
  6.325E+06 3.121E+02 1.990E-04 4.998E-04 4.926E-06 4.172E+14 7.922E+12 1.114E+07 2.506E+11
  6.425E+06 3.209E+02 1.990E-04 4.998E-04 5.051E-06 3.962E+14 6.499E+12 1.086E+07 2.506E+11
  6.525E+06 3.344E+02 1.990E-04 4.998E-04 5.250E-06 3.661E+14 5.202E+12 1.044E+07 2.506E+11
  6.625E+06 3.556E+02 1.990E-04 4.998E-04 5.579E-06 3.241E+14 4.007E+12 9.818E+06 2.506E+11
  6.725E+06 3.797E+02 1.990E-04 4.998E-04 5.972E-06 2.838E+14 3.072E+12 9.167E+06 2.506E+11
  6.825E+06 4.054E+02 1.990E-04 4.998E-04 6.414E-06 2.476E+14 2.521E+12 8.532E+06 2.506E+11
  6.925E+06 3.960E+02 1.990E-04 4.998E-04 6.244E-06 2.605E+14 2.646E+12 8.759E+06 2.506E+11
  7.025E+06 3.961E+02 1.990E-04 4.998E-04 6.243E-06 2.606E+14 2.647E+12 8.757E+06 2.506E+11
  7.125E+06 3.961E+02 1.990E-04 4.998E-04 6.241E-06 2.607E+14 2.648E+12 8.755E+06 2.506E+11
  7.225E+06 3.962E+02 1.990E-04 4.998E-04 6.240E-06 2.609E+14 2.650E+12 8.753E+06 2.506E+11
  7.325E+06 3.963E+02 1.990E-04 4.998E-04 6.239E-06 2.610E+14 2.651E+12 8.752E+06 2.506E+11
  7.425E+06 3.964E+02 1.990E-04 4.998E-04 6.237E-06 2.611E+14 2.652E+12 8.750E+06 2.506E+11
  7.525E+06 3.965E+02 1.990E-04 4.998E-04 6.236E-06 2.612E+14 2.654E+12 8.748E+06 2.506E+11
  7.625E+06 3.965E+02 1.990E-04 4.998E-04 6.234E-06 2.614E+14 2.655E+12 8.747E+06 2.506E+11
  7.725E+06 3.966E+02 1.990E-04 4.998E-04 6.233E-06 2.615E+14 2.657E+12 8.745E+06 2.506E+11
  7.825E+06 3.967E+02 1.990E-04 4.998E-04 6.232E-06 2.616E+14 2.658E+12 8.744E+06 2.506E+11
  7.925E+06 3.967E+02 1.990E-04 4.998E-04 6.230E-06 2.618E+14 2.660E+12 8.743E+06 2.506E+11
  8.025E+06 3.968E+02 1.990E-04 4.998E-04 6.229E-06 2.619E+14 2.661E+12 8.742E+06 2.506E+11
  8.125E+06 3.968E+02 1.990E-04 4.998E-04 6.227E-06 2.620E+14 2.663E+12 8.740E+06 2.506E+11
  8.225E+06 3.969E+02 1.990E-04 4.998E-04 6.226E-06 2.622E+14 2.665E+12 8.739E+06 2.506E+11
