
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  3.225E+06 0.000E+00 1.216E-05 2.871E-05 4.717E-06 0.000E+00 2.676E+14 0.000E+00 1.957E+11
  3.325E+06 0.000E+00 1.201E-05 2.802E-05 4.707E-06 0.000E+00 2.462E+14 0.000E+00 1.957E+11
  3.425E+06 0.000E+00 1.179E-05 2.708E-05 4.691E-06 0.000E+00 2.245E+14 0.000E+00 1.957E+11
  3.525E+06 0.000E+00 1.156E-05 2.608E-05 4.681E-06 0.000E+00 2.060E+14 0.000E+00 1.957E+11
  3.625E+06 0.000E+00 1.115E-05 2.434E-05 4.675E-06 0.000E+00 1.827E+14 0.000E+00 1.957E+11
  3.725E+06 0.000E+00 1.068E-05 2.244E-05 4.670E-06 0.000E+00 1.643E+14 0.000E+00 1.957E+11
  3.825E+06 0.000E+00 1.011E-05 2.018E-05 4.664E-06 0.000E+00 1.493E+14 0.000E+00 1.957E+11
  3.925E+06 0.000E+00 9.112E-06 1.646E-05 4.657E-06 0.000E+00 1.331E+14 0.000E+00 1.957E+11
  4.025E+06 0.000E+00 7.420E-06 1.098E-05 4.652E-06 0.000E+00 1.201E+14 0.000E+00 1.957E+11
  4.125E+06 0.000E+00 5.289E-06 5.594E-06 4.649E-06 0.000E+00 1.094E+14 0.000E+00 1.957E+11
  4.225E+06 0.000E+00 4.659E-06 4.659E-06 4.648E-06 0.000E+00 9.827E+13 0.000E+00 1.957E+11
  4.325E+06 0.000E+00 4.276E-06 4.276E-06 4.648E-06 0.000E+00 8.750E+13 0.000E+00 1.957E+11
  4.425E+06 0.000E+00 3.917E-06 3.917E-06 4.651E-06 0.000E+00 7.754E+13 0.000E+00 1.957E+11
  4.525E+06 0.000E+00 3.651E-06 3.651E-06 4.653E-06 0.000E+00 7.167E+13 0.000E+00 1.957E+11
  4.625E+06 0.000E+00 3.339E-06 3.339E-06 4.654E-06 0.000E+00 6.315E+13 0.000E+00 1.957E+11
  4.725E+06 0.000E+00 3.087E-06 3.087E-06 4.652E-06 0.000E+00 5.718E+13 0.000E+00 1.957E+11
  4.825E+06 0.000E+00 2.867E-06 2.867E-06 4.647E-06 0.000E+00 5.234E+13 0.000E+00 1.957E+11
  4.925E+06 0.000E+00 2.654E-06 2.654E-06 4.634E-06 0.000E+00 4.750E+13 0.000E+00 1.957E+11
  5.025E+06 0.000E+00 2.470E-06 2.470E-06 4.613E-06 0.000E+00 4.373E+13 0.000E+00 1.957E+11
  5.125E+06 0.000E+00 2.309E-06 2.309E-06 4.590E-06 0.000E+00 4.060E+13 0.000E+00 1.957E+11
  5.225E+06 0.000E+00 2.158E-06 2.158E-06 4.574E-06 0.000E+00 3.761E+13 0.000E+00 1.957E+11
  5.325E+06 0.000E+00 2.014E-06 2.014E-06 4.561E-06 0.000E+00 3.462E+13 0.000E+00 1.957E+11
  5.425E+06 0.000E+00 1.872E-06 1.872E-06 4.553E-06 0.000E+00 3.155E+13 0.000E+00 1.957E+11
  5.525E+06 0.000E+00 1.733E-06 1.733E-06 4.550E-06 0.000E+00 2.840E+13 0.000E+00 1.957E+11
  5.625E+06 0.000E+00 1.595E-06 1.595E-06 4.554E-06 0.000E+00 2.523E+13 0.000E+00 1.957E+11
  5.725E+06 0.000E+00 1.460E-06 1.460E-06 4.570E-06 0.000E+00 2.206E+13 0.000E+00 1.957E+11
  5.825E+06 0.000E+00 1.327E-06 1.327E-06 4.602E-06 0.000E+00 1.899E+13 0.000E+00 1.957E+11
  5.925E+06 0.000E+00 1.200E-06 1.200E-06 4.648E-06 0.000E+00 1.614E+13 0.000E+00 1.957E+11
  6.025E+06 0.000E+00 1.080E-06 1.080E-06 4.702E-06 0.000E+00 1.362E+13 0.000E+00 1.957E+11
  6.125E+06 0.000E+00 9.697E-07 9.697E-07 4.764E-06 0.000E+00 1.143E+13 0.000E+00 1.957E+11
  6.225E+06 0.000E+00 8.678E-07 8.678E-07 4.836E-06 0.000E+00 9.546E+12 0.000E+00 1.957E+11
  6.325E+06 0.000E+00 7.738E-07 7.738E-07 4.926E-06 0.000E+00 7.922E+12 0.000E+00 1.957E+11
  6.425E+06 0.000E+00 6.864E-07 6.864E-07 5.051E-06 0.000E+00 6.499E+12 0.000E+00 1.957E+11
  6.525E+06 0.000E+00 6.030E-07 6.030E-07 5.250E-06 0.000E+00 5.202E+12 0.000E+00 1.957E+11
  6.625E+06 0.000E+00 5.217E-07 5.217E-07 5.579E-06 0.000E+00 4.007E+12 0.000E+00 1.957E+11
  6.725E+06 0.000E+00 4.488E-07 4.488E-07 5.972E-06 0.000E+00 3.072E+12 0.000E+00 1.957E+11
  6.825E+06 0.000E+00 3.948E-07 3.948E-07 6.414E-06 0.000E+00 2.521E+12 0.000E+00 1.957E+11
  6.925E+06 0.000E+00 3.765E-07 3.765E-07 6.244E-06 0.000E+00 2.646E+12 0.000E+00 1.957E+11
  7.025E+06 0.000E+00 3.549E-07 3.549E-07 6.243E-06 0.000E+00 2.647E+12 0.000E+00 1.957E+11
  7.125E+06 0.000E+00 3.354E-07 3.354E-07 6.241E-06 0.000E+00 2.648E+12 0.000E+00 1.957E+11
  7.225E+06 0.000E+00 3.177E-07 3.177E-07 6.240E-06 0.000E+00 2.650E+12 0.000E+00 1.957E+11
  7.325E+06 0.000E+00 3.019E-07 3.019E-07 6.239E-06 0.000E+00 2.651E+12 0.000E+00 1.957E+11
  7.425E+06 0.000E+00 2.876E-07 2.876E-07 6.237E-06 0.000E+00 2.652E+12 0.000E+00 1.957E+11
  7.525E+06 0.000E+00 2.749E-07 2.749E-07 6.236E-06 0.000E+00 2.654E+12 0.000E+00 1.957E+11
  7.625E+06 0.000E+00 2.635E-07 2.635E-07 6.234E-06 0.000E+00 2.655E+12 0.000E+00 1.957E+11
  7.725E+06 0.000E+00 2.534E-07 2.534E-07 6.233E-06 0.000E+00 2.657E+12 0.000E+00 1.957E+11
  7.825E+06 0.000E+00 2.445E-07 2.445E-07 6.232E-06 0.000E+00 2.658E+12 0.000E+00 1.957E+11
  7.925E+06 0.000E+00 2.366E-07 2.366E-07 6.230E-06 0.000E+00 2.660E+12 0.000E+00 1.957E+11
  8.025E+06 0.000E+00 2.295E-07 2.295E-07 6.229E-06 0.000E+00 2.661E+12 0.000E+00 1.957E+11
  8.125E+06 0.000E+00 2.232E-07 2.232E-07 6.227E-06 0.000E+00 2.663E+12 0.000E+00 1.957E+11
  8.225E+06 0.000E+00 2.175E-07 2.175E-07 6.226E-06 0.000E+00 2.665E+12 0.000E+00 1.957E+11
  8.325E+06 0.000E+00 2.122E-07 2.122E-07 6.225E-06 0.000E+00 2.666E+12 0.000E+00 1.957E+11
  8.425E+06 0.000E+00 2.073E-07 2.073E-07 6.223E-06 0.000E+00 2.668E+12 0.000E+00 1.957E+11
  8.525E+06 0.000E+00 2.024E-07 2.024E-07 6.222E-06 0.000E+00 2.670E+12 0.000E+00 1.957E+11
  8.625E+06 0.000E+00 1.972E-07 1.972E-07 6.220E-06 0.000E+00 2.672E+12 0.000E+00 1.957E+11
  8.725E+06 0.000E+00 1.912E-07 1.912E-07 6.219E-06 0.000E+00 2.675E+12 0.000E+00 1.957E+11
  8.825E+06 0.000E+00 1.839E-07 1.839E-07 6.218E-06 0.000E+00 2.677E+12 0.000E+00 1.957E+11
  8.925E+06 0.000E+00 1.746E-07 1.746E-07 6.216E-06 0.000E+00 2.680E+12 0.000E+00 1.957E+11
  9.025E+06 0.000E+00 1.634E-07 1.634E-07 6.215E-06 0.000E+00 2.682E+12 0.000E+00 1.957E+11
  9.125E+06 0.000E+00 1.507E-07 1.507E-07 6.214E-06 0.000E+00 2.685E+12 0.000E+00 1.957E+11
  9.225E+06 0.000E+00 1.373E-07 1.373E-07 6.212E-06 0.000E+00 2.688E+12 0.000E+00 1.957E+11
  9.325E+06 0.000E+00 1.300E-07 1.300E-07 6.211E-06 0.000E+00 2.691E+12 0.000E+00 1.957E+11
  9.425E+06 0.000E+00 1.300E-07 1.300E-07 6.209E-06 0.000E+00 2.694E+12 0.000E+00 1.957E+11
  9.525E+06 0.000E+00 1.300E-07 1.300E-07 6.208E-06 0.000E+00 2.697E+12 0.000E+00 1.957E+11
  9.625E+06 0.000E+00 1.300E-07 1.300E-07 6.207E-06 0.000E+00 2.700E+12 0.000E+00 1.957E+11
  9.725E+06 0.000E+00 1.300E-07 1.300E-07 6.205E-06 0.000E+00 2.703E+12 0.000E+00 1.957E+11
  9.825E+06 0.000E+00 1.300E-07 1.300E-07 6.204E-06 0.000E+00 2.707E+12 0.000E+00 1.957E+11
  9.925E+06 0.000E+00 1.300E-07 1.300E-07 6.202E-06 0.000E+00 2.710E+12 0.000E+00 1.957E+11
