
 HC AEROSOL PARAMETERS

    Z        AERSOL     RPAR      RFRAC      WFALL     TAUSED    TAUEDD    TAUC      CONVER
  4.825E+06 0.000E+00 2.867E-06 2.867E-06 8.139E-04 0.000E+00 5.783E+06 0.000E+00 5.457E+01
  4.925E+06 0.000E+00 2.654E-06 2.654E-06 9.335E-04 0.000E+00 5.249E+06 0.000E+00 5.457E+01
  5.025E+06 0.000E+00 2.470E-06 2.470E-06 1.070E-03 0.000E+00 4.833E+06 0.000E+00 5.457E+01
  5.125E+06 0.000E+00 2.309E-06 2.309E-06 1.226E-03 0.000E+00 4.486E+06 0.000E+00 5.457E+01
  5.225E+06 0.000E+00 2.158E-06 2.158E-06 1.404E-03 0.000E+00 4.156E+06 0.000E+00 5.457E+01
  5.325E+06 0.000E+00 2.014E-06 2.014E-06 1.606E-03 0.000E+00 3.825E+06 0.000E+00 5.457E+01
  5.425E+06 0.000E+00 1.872E-06 1.872E-06 1.836E-03 0.000E+00 3.486E+06 0.000E+00 5.457E+01
  5.525E+06 0.000E+00 1.733E-06 1.733E-06 2.099E-03 0.000E+00 3.139E+06 0.000E+00 5.457E+01
  5.625E+06 0.000E+00 1.595E-06 1.595E-06 2.398E-03 0.000E+00 2.788E+06 0.000E+00 5.457E+01
  5.725E+06 0.000E+00 1.460E-06 1.460E-06 2.741E-03 0.000E+00 2.438E+06 0.000E+00 5.457E+01
  5.825E+06 0.000E+00 1.327E-06 1.327E-06 3.132E-03 0.000E+00 2.098E+06 0.000E+00 5.457E+01
  5.925E+06 0.000E+00 1.200E-06 1.200E-06 3.584E-03 0.000E+00 1.784E+06 0.000E+00 5.457E+01
  6.025E+06 0.000E+00 1.080E-06 1.080E-06 4.108E-03 0.000E+00 1.505E+06 0.000E+00 5.457E+01
  6.125E+06 0.000E+00 9.697E-07 9.697E-07 4.717E-03 0.000E+00 1.263E+06 0.000E+00 5.457E+01
  6.225E+06 0.000E+00 8.678E-07 8.678E-07 5.428E-03 0.000E+00 1.055E+06 0.000E+00 5.457E+01
  6.325E+06 0.000E+00 7.738E-07 7.738E-07 6.263E-03 0.000E+00 8.754E+05 0.000E+00 5.457E+01
  6.425E+06 0.000E+00 6.864E-07 6.864E-07 7.252E-03 0.000E+00 7.182E+05 0.000E+00 5.457E+01
  6.525E+06 0.000E+00 6.030E-07 6.030E-07 8.441E-03 0.000E+00 5.748E+05 0.000E+00 5.457E+01
  6.625E+06 0.000E+00 5.217E-07 5.217E-07 9.921E-03 0.000E+00 4.428E+05 0.000E+00 5.457E+01
  6.725E+06 0.000E+00 4.488E-07 4.488E-07 1.182E-02 0.000E+00 3.394E+05 0.000E+00 5.457E+01
  6.825E+06 0.000E+00 3.948E-07 3.948E-07 1.430E-02 0.000E+00 2.786E+05 0.000E+00 5.457E+01
  6.925E+06 0.000E+00 3.765E-07 3.765E-07 1.717E-02 0.000E+00 2.924E+05 0.000E+00 5.457E+01
  7.025E+06 0.000E+00 3.549E-07 3.549E-07 2.065E-02 0.000E+00 2.925E+05 0.000E+00 5.457E+01
  7.125E+06 0.000E+00 3.354E-07 3.354E-07 2.484E-02 0.000E+00 2.926E+05 0.000E+00 5.457E+01
  7.225E+06 0.000E+00 3.177E-07 3.177E-07 2.988E-02 0.000E+00 2.928E+05 0.000E+00 5.457E+01
  7.325E+06 0.000E+00 3.019E-07 3.019E-07 3.593E-02 0.000E+00 2.929E+05 0.000E+00 5.457E+01
  7.425E+06 0.000E+00 2.876E-07 2.876E-07 4.321E-02 0.000E+00 2.931E+05 0.000E+00 5.457E+01
  7.525E+06 0.000E+00 2.749E-07 2.749E-07 5.197E-02 0.000E+00 2.932E+05 0.000E+00 5.457E+01
  7.625E+06 0.000E+00 2.635E-07 2.635E-07 6.249E-02 0.000E+00 2.934E+05 0.000E+00 5.457E+01
  7.725E+06 0.000E+00 2.534E-07 2.534E-07 7.514E-02 0.000E+00 2.936E+05 0.000E+00 5.457E+01
  7.825E+06 0.000E+00 2.445E-07 2.445E-07 9.035E-02 0.000E+00 2.937E+05 0.000E+00 5.457E+01
  7.925E+06 0.000E+00 2.366E-07 2.366E-07 1.086E-01 0.000E+00 2.939E+05 0.000E+00 5.457E+01
  8.025E+06 0.000E+00 2.295E-07 2.295E-07 1.306E-01 0.000E+00 2.941E+05 0.000E+00 5.457E+01
  8.125E+06 0.000E+00 2.232E-07 2.232E-07 1.570E-01 0.000E+00 2.942E+05 0.000E+00 5.457E+01
  8.225E+06 0.000E+00 2.175E-07 2.175E-07 1.887E-01 0.000E+00 2.944E+05 0.000E+00 5.457E+01
  8.325E+06 0.000E+00 2.122E-07 2.122E-07 2.269E-01 0.000E+00 2.946E+05 0.000E+00 5.457E+01
  8.425E+06 0.000E+00 2.073E-07 2.073E-07 2.727E-01 0.000E+00 2.948E+05 0.000E+00 5.457E+01
  8.525E+06 0.000E+00 2.024E-07 2.024E-07 3.277E-01 0.000E+00 2.951E+05 0.000E+00 5.457E+01
  8.625E+06 0.000E+00 1.972E-07 1.972E-07 3.939E-01 0.000E+00 2.953E+05 0.000E+00 5.457E+01
  8.725E+06 0.000E+00 1.912E-07 1.912E-07 4.733E-01 0.000E+00 2.956E+05 0.000E+00 5.457E+01
  8.825E+06 0.000E+00 1.839E-07 1.839E-07 5.688E-01 0.000E+00 2.958E+05 0.000E+00 5.457E+01
  8.925E+06 0.000E+00 1.746E-07 1.746E-07 6.834E-01 0.000E+00 2.961E+05 0.000E+00 5.457E+01
  9.025E+06 0.000E+00 1.634E-07 1.634E-07 8.210E-01 0.000E+00 2.964E+05 0.000E+00 5.457E+01
  9.125E+06 0.000E+00 1.507E-07 1.507E-07 9.862E-01 0.000E+00 2.967E+05 0.000E+00 5.457E+01
  9.225E+06 0.000E+00 1.373E-07 1.373E-07 1.185E+00 0.000E+00 2.970E+05 0.000E+00 5.457E+01
  9.325E+06 0.000E+00 1.300E-07 1.300E-07 1.423E+00 0.000E+00 2.974E+05 0.000E+00 5.457E+01
  9.425E+06 0.000E+00 1.300E-07 1.300E-07 1.709E+00 0.000E+00 2.977E+05 0.000E+00 5.457E+01
  9.525E+06 0.000E+00 1.300E-07 1.300E-07 2.052E+00 0.000E+00 2.980E+05 0.000E+00 5.457E+01
  9.625E+06 0.000E+00 1.300E-07 1.300E-07 2.463E+00 0.000E+00 2.984E+05 0.000E+00 5.457E+01
  9.725E+06 0.000E+00 1.300E-07 1.300E-07 2.957E+00 0.000E+00 2.987E+05 0.000E+00 5.457E+01
  9.825E+06 0.000E+00 1.300E-07 1.300E-07 3.550E+00 0.000E+00 2.991E+05 0.000E+00 5.457E+01
  9.925E+06 0.000E+00 1.300E-07 1.300E-07 4.261E+00 0.000E+00 2.994E+05 0.000E+00 5.457E+01
